"No.","Time","Source","Destination","Protocol","Length","Info"
"3","3.333961300","172.20.10.6","57.144.41.32","TLSv1.2","123","Application Data"
"4","3.482016400","57.144.41.32","172.20.10.6","TCP","54","443  >  49330 [ACK] Seq=1 Ack=70 Win=292 Len=0"
"5","3.700734000","57.144.41.32","172.20.10.6","TLSv1.2","125","Application Data"
"6","3.755737700","172.20.10.6","57.144.41.32","TCP","54","49330  >  443 [ACK] Seq=70 Ack=72 Win=255 Len=0"
"7","4.347778000","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0x3ec4 A assets.msn.com"
"8","4.347777900","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0xd073 AAAA assets.msn.com"
"9","4.520434000","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","374","Standard query response 0xd073 AAAA assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net AAAA 2600:1417:55::174c:9c59 AAAA 2600:1417:55::174c:9c58 AAAA 2600:1417:55::174c:9c20 AAAA 2600:1417:55::174c:9c21 AAAA 2600:1417:55::174c:9c22"
"10","4.520434000","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","330","Standard query response 0x3ec4 A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net A 104.71.60.65 A 104.71.60.34 A 104.71.60.8 A 104.71.60.11 A 104.71.60.33 A 104.71.60.42"
"11","4.520434000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"12","4.527602800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"13","4.527737200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"15","4.717769400","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=650 Ack=36 Win=16388 Len=0"
"16","4.717769400","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=650 Ack=71 Win=16388 Len=0"
"18","5.279786800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:100:6031:18::a27d:5112","TCP","74","55246  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"19","5.280567800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","55247  >  80 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"20","5.318944400","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","103","Standard query 0x1067 A ctldl.windowsupdate.com"
"21","5.427252500","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","255","Standard query response 0x1067 A ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME bg.microsoft.map.fastly.net A 146.75.122.172"
"22","5.428861600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","86","51850  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM"
"23","5.631475400","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","80  >  51850 [SYN, ACK] Seq=0 Ack=1 Win=31680 Len=0 MSS=1340 SACK_PERM WS=8192"
"24","5.631765200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51850  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"25","5.631949300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","HTTP","362","GET /msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?f14c09ee131a13af HTTP/1.1 "
"26","5.844036900","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51850 [ACK] Seq=1 Ack=289 Win=32768 Len=0"
"27","5.844036900","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","HTTP","468","HTTP/1.1 304 Not Modified "
"28","5.858230800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","HTTP","356","GET /msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?9311da32648ab103 HTTP/1.1 "
"29","6.143961300","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","HTTP","468","HTTP/1.1 304 Not Modified "
"30","6.196336100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51850  >  80 [ACK] Seq=571 Ack=789 Win=64512 Len=0"
"31","6.631141400","172.20.10.6","162.125.8.20","TCP","54","50151  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"32","7.679963500","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"33","7.695905400","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"34","7.696351900","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"35","7.935709800","172.20.10.6","34.36.73.246","TCP","55","54835  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"36","7.967471400","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=40 Ack=71 Win=16388 Len=0"
"37","8.083900600","34.36.73.246","172.20.10.6","TCP","54","443  >  54835 [RST] Seq=1 Win=0 Len=0"
"39","9.934897500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","86","51851  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM"
"40","10.121909600","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","443  >  51851 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 WS=256 SACK_PERM"
"41","10.122144700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51851  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"42","10.125389500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.3","968","Client Hello (SNI=www.linkedin.com)"
"43","10.295992700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51851 [ACK] Seq=1 Ack=895 Win=4194560 Len=0"
"44","10.295992700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.3","362","Server Hello, Change Cipher Spec, Application Data"
"45","10.298322200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.3","154","Change Cipher Spec, Application Data"
"46","10.302486600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","1414","51851  >  443 [ACK] Seq=975 Ack=289 Win=65024 Len=1340 [TCP PDU reassembled in 48]"
"47","10.302486600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","1414","51851  >  443 [ACK] Seq=2315 Ack=289 Win=65024 Len=1340 [TCP PDU reassembled in 48]"
"48","10.302486600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.3","1279","Application Data"
"49","10.465447500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51851 [ACK] Seq=289 Ack=975 Win=4194560 Len=0"
"50","10.465447500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51851 [ACK] Seq=289 Ack=3655 Win=4195328 Len=0"
"51","10.465447500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51851 [ACK] Seq=289 Ack=4860 Win=4194304 Len=0"
"52","10.636064700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","1414","443  >  51851 [ACK] Seq=289 Ack=4860 Win=4194304 Len=1340 [TCP PDU reassembled in 53]"
"53","10.636064700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.3","362","Application Data"
"54","10.636178300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51851  >  443 [ACK] Seq=4860 Ack=1917 Win=65280 Len=0"
"55","10.636724900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51851  >  443 [FIN, ACK] Seq=4860 Ack=1917 Win=65280 Len=0"
"56","10.811463600","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51851 [ACK] Seq=1917 Ack=4861 Win=4194304 Len=0"
"57","10.811463600","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51851 [FIN, ACK] Seq=1917 Ack=4861 Win=4194304 Len=0"
"58","10.811597200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51851  >  443 [ACK] Seq=4861 Ack=1918 Win=65280 Len=0"
"59","12.516632300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"60","12.520826800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"61","12.521015000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"62","12.575833800","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"63","12.576300800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"64","12.681734800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=1299 Ack=141 Win=16388 Len=0"
"65","12.683015300","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  56195 [ACK] Seq=25 Ack=29 Win=16 Len=0"
"66","13.024918700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","86","51852  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM"
"67","13.138201300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","443  >  51852 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 WS=256 SACK_PERM"
"68","13.138574700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51852  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"69","13.141147700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.3","517","Client Hello (SNI=www.linkedin.com)"
"70","13.237163600","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [ACK] Seq=1 Ack=444 Win=4195072 Len=0"
"71","13.245795600","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.3","1414","Server Hello, Change Cipher Spec"
"72","13.247428800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","1414","443  >  51852 [ACK] Seq=1341 Ack=444 Win=4195072 Len=1340 [TCP PDU reassembled in 74]"
"73","13.247428800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","1414","443  >  51852 [ACK] Seq=2681 Ack=444 Win=4195072 Len=1340 [TCP PDU reassembled in 74]"
"74","13.247428800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.3","466","Application Data"
"75","13.247554000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51852  >  443 [ACK] Seq=444 Ack=4413 Win=65280 Len=0"
"76","13.260038000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.3","154","Change Cipher Spec, Application Data"
"77","13.262994000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","1414","51852  >  443 [ACK] Seq=524 Ack=4413 Win=65280 Len=1340 [TCP PDU reassembled in 79]"
"78","13.262994000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","1414","51852  >  443 [ACK] Seq=1864 Ack=4413 Win=65280 Len=1340 [TCP PDU reassembled in 79]"
"79","13.262994000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.3","1278","Application Data"
"80","13.448926300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [ACK] Seq=4413 Ack=524 Win=4194816 Len=0"
"81","13.448926300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.3","533","Application Data"
"82","13.448926300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [ACK] Seq=4872 Ack=1864 Win=4195328 Len=0"
"83","13.448926300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [ACK] Seq=4872 Ack=3204 Win=4195328 Len=0"
"84","13.449193900","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [ACK] Seq=4872 Ack=4408 Win=4194304 Len=0"
"85","13.490844000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51852  >  443 [ACK] Seq=4408 Ack=4872 Win=65024 Len=0"
"86","13.668748500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","1414","443  >  51852 [ACK] Seq=4872 Ack=4408 Win=4194304 Len=1340 [TCP PDU reassembled in 87]"
"87","13.668748500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.3","337","Application Data"
"88","13.668954800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51852  >  443 [ACK] Seq=4408 Ack=6475 Win=65280 Len=0"
"89","13.669583800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51852  >  443 [FIN, ACK] Seq=4408 Ack=6475 Win=65280 Len=0"
"90","13.775551500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [ACK] Seq=6475 Ack=4409 Win=4194304 Len=0"
"91","13.775551500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51852 [FIN, ACK] Seq=6475 Ack=4409 Win=4194304 Len=0"
"92","13.775663100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","51852  >  443 [ACK] Seq=4409 Ack=6476 Win=65280 Len=0"
"93","16.869643700","172.20.10.6","135.237.220.44","TCP","54","55175  >  443 [FIN, ACK] Seq=1 Ack=1 Win=252 Len=0"
"94","16.995392300","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"95","16.995862500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"96","17.101069200","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49805 [ACK] Seq=25 Ack=29 Win=16 Len=0"
"97","17.423344300","135.237.220.44","172.20.10.6","TCP","54","443  >  55175 [FIN, ACK] Seq=1 Ack=2 Win=16384 Len=0"
"98","17.423459100","172.20.10.6","135.237.220.44","TCP","54","55175  >  443 [ACK] Seq=2 Ack=2 Win=252 Len=0"
"99","20.582967000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"100","20.597735900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"101","20.597946100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"102","20.787129200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=1948 Ack=211 Win=16388 Len=0"
"103","21.144379100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8392:7cbc:c20c:86a:5ff2:75c4","TCP","75","52801  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"104","21.238080900","2606:4700:8392:7cbc:c20c:86a:5ff2:75c4","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","443  >  52801 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2"
"107","22.617140400","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"108","22.629236400","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"109","22.629408200","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"110","22.726975100","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=79 Ack=141 Win=16388 Len=0"
"111","24.336620600","172.20.10.6","20.189.173.9","TCP","55","63104  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1"
"112","24.336751000","172.20.10.6","20.189.173.9","TCP","55","56826  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"113","24.873334000","20.189.173.9","172.20.10.6","TCP","66","443  >  63104 [ACK] Seq=1 Ack=2 Win=16388 Len=0 SLE=1 SRE=2"
"114","24.873478600","20.189.173.9","172.20.10.6","TCP","66","443  >  56826 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"115","25.931730600","172.20.10.6","4.145.11.36","TCP","54","63988  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"116","26.091608600","4.145.11.36","172.20.10.6","TCP","54","443  >  63988 [FIN, ACK] Seq=1 Ack=2 Win=16386 Len=0"
"117","26.091776300","172.20.10.6","4.145.11.36","TCP","54","63988  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"120","27.286941000","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"121","27.653984000","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"122","27.655952600","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","90","Standard query 0x0002 A google.com"
"123","27.676713900","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","106","Standard query response 0x0002 A google.com A 142.250.192.206"
"124","27.681904300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","90","Standard query 0x0003 AAAA google.com"
"125","27.766663500","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","118","Standard query response 0x0003 AAAA google.com AAAA 2404:6800:4002:822::200e"
"127","28.687954200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"128","28.700534100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"129","28.700796300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"130","28.889229200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=2597 Ack=281 Win=16387 Len=0"
"132","32.231110700","172.20.10.6","20.210.25.249","TCP","54","55114  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1019 Len=0"
"135","32.375661600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","49807  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1018 Len=0"
"136","32.375985300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c21","TCP","74","49806  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"137","32.461471800","20.210.25.249","172.20.10.6","TCP","54","443  >  55114 [FIN, ACK] Seq=1 Ack=2 Win=69 Len=0"
"138","32.461587100","172.20.10.6","20.210.25.249","TCP","54","55114  >  443 [ACK] Seq=2 Ack=2 Win=1019 Len=0"
"139","32.564269900","2600:1417:55::174c:9c21","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49806 [FIN, ACK] Seq=25 Ack=2 Win=587 Len=0"
"140","32.564269900","2600:1417:55::174c:9c21","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","[TCP Retransmission] , Application Data"
"141","32.564269900","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"142","32.564385500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c21","TCP","74","[TCP Dup ACK 136#1] 49806  >  443 [ACK] Seq=2 Ack=1 Win=1024 Len=0"
"143","32.564543800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c21","TCP","74","49806  >  443 [RST, ACK] Seq=2 Ack=25 Win=0 Len=0"
"144","32.565327900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"145","32.668770900","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  56195 [ACK] Seq=49 Ack=57 Win=16 Len=0"
"146","32.678967600","172.20.10.6","57.144.41.32","TLSv1.2","123","Application Data"
"147","32.726121100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","[TCP Retransmission] 49807  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1018 Len=0"
"148","32.735529400","57.144.41.32","172.20.10.6","TCP","54","443  >  49330 [ACK] Seq=72 Ack=139 Win=292 Len=0"
"149","32.973252300","20.210.25.249","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55114 [FIN, ACK] Seq=1 Ack=2 Win=69 Len=0"
"150","32.973252300","57.144.41.32","172.20.10.6","TLSv1.2","125","Application Data"
"151","32.973331100","172.20.10.6","20.210.25.249","TCP","54","[TCP ZeroWindow] 55114  >  443 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"152","33.013809400","172.20.10.6","57.144.41.32","TCP","54","49330  >  443 [ACK] Seq=139 Ack=143 Win=254 Len=0"
"153","33.046027400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:140f:e00::1730:f5e3","TCP","75","55110  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"154","33.194434000","2600:140f:e00::1730:f5e3","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  55110 [RST] Seq=1 Win=0 Len=0"
"155","33.333729900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","[TCP Retransmission] 49807  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1018 Len=0"
"156","34.114994100","2620:1ec:50::11","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51840 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"157","34.384690000","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"158","34.549088500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","[TCP Retransmission] 49807  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1018 Len=0"
"159","34.611472600","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"160","34.613391200","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","92","Standard query 0x0002 A facebook.com"
"161","34.729423800","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","108","Standard query response 0x0002 A facebook.com A 57.144.40.1"
"162","34.734140500","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","92","Standard query 0x0003 AAAA facebook.com"
"165","34.817087400","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0xe31158ef"
"168","34.817423400","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","120","Standard query response 0x0003 AAAA facebook.com AAAA 2a03:2880:f349:1:face:b00c:0:25de"
"169","36.659763900","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","396","Application Data"
"170","36.659763900","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","432","Application Data"
"171","36.659910300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","61498  >  443 [ACK] Seq=281 Ack=3277 Win=250 Len=0"
"172","36.666010700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"173","36.666239500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"174","36.778790200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=3277 Ack=316 Win=16387 Len=0"
"175","36.778790200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=3277 Ack=351 Win=16387 Len=0"
"176","36.954457100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","[TCP Retransmission] 49807  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1018 Len=0"
"177","36.975510500","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"178","36.975889800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
